file,kicad_netlist_file,group_netlist_file,csv_file,code_file,sym_count_in_root_sheet,annotated_symbols_in_root_sheet,comp_count,net_count,average_pins_per_group,groups,nets,nets_with_multiple_nodes,csv_lines,kicad-cli,kicad_group_netlister,code_gen,netlist_to_csv,test_case
./satnogs-comms-hardware/mixer.kicad_sch,./satnogs-comms-hardware/mixer.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/mixer.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/mixer.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/mixer.kicad_sch_code.h,62,10,41,32,3.16666666666667,6,14,2,20,0.177618789451662,0.00203866384690627,0.0032975243520923,0.00101297625224106,3
./satnogs-comms-hardware/sensors.kicad_sch,./satnogs-comms-hardware/sensors.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/sensors.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/sensors.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/sensors.kicad_sch_code.h,27,4,21,12,1.33333333333333,3,3,1,5,0.164963973901467,0.00108856415026821,0.00298575945198536,0.000696461152983829,3
./satnogs-comms-hardware/uhf-frontend.kicad_sch,./satnogs-comms-hardware/uhf-frontend.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/uhf-frontend.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/uhf-frontend.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/uhf-frontend.kicad_sch_code.h,143,24,94,20,9.85714285714286,7,10,8,70,0.19634955819929,0.00443369600106962,0.0149539219506551,0.00247768079861999,3
./satnogs-comms-hardware/satnogs-comms.kicad_sch,./satnogs-comms-hardware/satnogs-comms.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/satnogs-comms.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/satnogs-comms.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/satnogs-comms.kicad_sch_code.h,102,17,577,703,6.42592592592593,54,180,32,348,0.525643726950511,0.0290395132964477,0.0593916848010849,0.0118728575005662,3
./satnogs-comms-hardware/sband-frontend.kicad_sch,./satnogs-comms-hardware/sband-frontend.kicad_sch_kicad_netlist.xml,./satnogs-comms-hardware/sband-frontend.kicad_sch_group_netlist.xml,./satnogs-comms-hardware/sband-frontend.kicad_sch_spreadsheet.csv,./satnogs-comms-hardware/sband-frontend.kicad_sch_code.h,144,24,90,20,6,7,10,4,43,0.202834315999644,0.00402130265138112,0.00539066190249287,0.00161643004976213,3
./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch,./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch_kicad_netlist.xml,./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch_group_netlist.xml,./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch_spreadsheet.csv,./glasgow/hardware/boards/glasgow/io_buffer.kicad_sch_code.h,127,21,68,64,12.4,5,34,11,63,0.187985977099743,0.0038759614515584,0.00580714310053736,0.00199398490367457,3
./glasgow/hardware/boards/glasgow/glasgow.kicad_sch,./glasgow/hardware/boards/glasgow/glasgow.kicad_sch_kicad_netlist.xml,./glasgow/hardware/boards/glasgow/glasgow.kicad_sch_group_netlist.xml,./glasgow/hardware/boards/glasgow/glasgow.kicad_sch_spreadsheet.csv,./glasgow/hardware/boards/glasgow/glasgow.kicad_sch_code.h,170,28,257,251,9.3,20,96,24,187,0.295150718599325,0.0128219111997169,0.0200566201005131,0.00474728574627079,3
./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch,./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev3/ai-camera-rev3.kicad_sch_code.h,299,50,176,97,8.625,8,31,9,70,0.229166316351621,0.00915984144667164,0.00647855474962853,0.00199840019922704,3
./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch,./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev1/ai-camera.kicad_sch_code.h,297,50,174,97,16,8,65,24,129,0.228532637597527,0.00993442250182852,0.0134760350978468,0.00326398035394959,3
./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch,./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev2/ai-camera-rev2.kicad_sch_code.h,299,50,176,97,10.375,8,49,12,84,0.238998248049757,0.00897329529980198,0.00678444619989023,0.00220779764931649,3
./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch,./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev3.1/ai-camera-rev3.1.kicad_sch_code.h,298,50,176,97,8.85714285714286,7,37,12,63,0.224104132154025,0.00843215024797246,0.00500746024772525,0.00189086354803294,3
./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch,./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch_kicad_netlist.xml,./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch_group_netlist.xml,./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch_spreadsheet.csv,./tokay-lite-pcb/ai-camera-rev3.2/ai-camera-rev3.2.kicad_sch_code.h,298,50,176,97,10.75,8,44,10,87,0.240261868503876,0.00929205510183238,0.00795370214618743,0.0025450365501456,3
./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch,./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch_kicad_netlist.xml,./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch_group_netlist.xml,./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch_spreadsheet.csv,./Bad-Thing-of-the-Edge-keyboard/Hardware/Panel-board/panel.kicad_sch_code.h,8,1,6,1,1,1,1,0,2,0.156307512603235,0.000709867902332917,0.00266646415111609,0.000486178603023291,3
./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch,./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch_kicad_netlist.xml,./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch_group_netlist.xml,./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch_spreadsheet.csv,./Bad-Thing-of-the-Edge-keyboard/Hardware/Main-board/Bad Thing of the Edge Keyboard.kicad_sch_code.h,65,11,59,55,3,6,13,3,19,0.170232247503009,0.00241026665316895,0.00335583389969543,0.000960200797999278,3
